tickMs,frameSerial,sensorSampleTime,qx,qy,qz,qw
58541812,2539,58541.871155226,-0.10819460,-0.14321111,0.00438773,-0.98375070
58542015,2554,58542.078916793,-0.10816690,-0.14322931,0.00440906,-0.98375100
58542218,2566,58542.277459593,-0.10814406,-0.14318821,0.00442028,-0.98375940
58542421,2579,58542.484610093,-0.10812422,-0.14320937,0.00440952,-0.98375857
58542640,2594,58542.692945493,-0.10811734,-0.14323784,0.00439104,-0.98375523
58542843,2608,58542.886242245,-0.10812464,-0.14322358,0.00432228,-0.98375684
58543046,2622,58543.105616545,-0.10817769,-0.14321743,0.00436422,-0.98375171
58543250,2636,58543.300062845,-0.10813792,-0.14324789,0.00442368,-0.98375130
58543453,2651,58543.508399145,-0.10818812,-0.14323981,0.00436771,-0.98374730
58543656,2666,58543.716734945,-0.10816722,-0.14323385,0.00436128,-0.98375046
58543859,2681,58543.922825839,-0.10814296,-0.14321990,0.00437603,-0.98375517
58544062,2695,58544.117272439,-0.10810747,-0.14321043,0.00438462,-0.98376030
58544265,2710,58544.325608439,-0.10809526,-0.14318496,0.00436869,-0.98376542
58544484,2725,58544.533944039,-0.10808766,-0.14317288,0.00435625,-0.98376817
58544687,2740,58544.742768215,-0.10816105,-0.14317916,0.00432755,-0.98375922
58544890,2755,58544.951277356,-0.10809982,-0.14320333,0.00436095,-0.98376232
58545093,2769,58545.145951880,-0.10811178,-0.14322042,0.00438395,-0.98375833
58545296,2784,58545.354449874,-0.10816737,-0.14319162,0.00434579,-0.98375660
58545500,2799,58545.562911692,-0.10812025,-0.14318910,0.00436819,-0.98376209
58545703,2813,58545.757387349,-0.10815126,-0.14325602,0.00438453,-0.98374891
58545906,2828,58545.967487536,-0.10816073,-0.14320298,0.00436828,-0.98375565
58546125,2843,58546.175823236,-0.10809869,-0.14314452,0.00444818,-0.98377061
58546328,2858,58546.384159236,-0.10812306,-0.14320800,0.00438242,-0.98375905
58546531,2871,58546.586849336,-0.10808943,-0.14317845,0.00441977,-0.98376685
58546734,2886,58546.795184736,-0.10811993,-0.14320813,0.00448020,-0.98375887
58546937,2899,58547.003939600,-0.10811331,-0.14312239,0.00443206,-0.98377234
